cohort,site,label,variable,n_total,n_observed,n_missing,mean,sd,median,q1,q3,min,max
primary,ALL,1,mean_fd,153,152,1,0.2515310274960996,0.436600117581101,0.15182178728291418,0.10176014297257135,0.20344908499857137,0.0445466502206753,3.652142740615385
primary,ALL,1,pct_fd_gt_0p2,153,152,1,0.24245902630948737,0.2251153756372374,0.1854456654456654,0.07890752864157115,0.33641337386018233,0.0,0.987012987012987
primary,ALL,1,mean_dvars,153,152,1,1.1153590118463907,0.08356120971670467,1.1015903761440187,1.0550144114285713,1.1621004074164132,0.9624498742857142,1.4206781948051947
primary,ALL,1,max_fd,153,152,1,2.0070311459278027,3.6595863235999446,0.9551602800000001,0.4708861875,1.6459612139999997,0.083989724076,27.15052
primary,ALL,1,n_volumes,153,152,1,179.27631578947367,49.23510261371515,176.0,176.0,235.0,77.0,261.0
primary,ALL,1,tiv_mm3,153,153,0,1542396.6875816993,129193.75406105895,1558531.4,1463465.2,1640599.8,1222729.5,1874811.0
primary,KKI,ALL,age_years,82,82,0,10.25548780487805,1.3502383442448953,10.135,9.09,11.0975,8.02,12.99
primary,KKI,ALL,mean_fd,82,82,0,0.17851599732405773,0.10673891520349926,0.14950914902640117,0.10583134542334025,0.22503006507753187,0.0601547855430894,0.6088566254634146
primary,KKI,ALL,pct_fd_gt_0p2,82,82,0,0.2368990916528451,0.1938065615157405,0.17476982716847028,0.0794701986754966,0.3637942174123727,0.0,0.8211382113821138
primary,KKI,ALL,mean_dvars,82,82,0,1.1180638715129356,0.0664925854439291,1.1222567127281537,1.0709018642384105,1.1648364735772359,0.939675512195122,1.2853920662251654
primary,KKI,ALL,max_fd,82,82,0,1.340999071280488,1.3598388170922233,0.8293266425,0.4938895325,1.7842893,0.15619105,8.5729424
primary,KKI,ALL,n_volumes,82,82,0,133.90243902439025,13.469315614147588,124.0,124.0,152.0,124.0,152.0
primary,KKI,ALL,tiv_mm3,82,82,0,1559034.601219512,125511.14176514171,1558983.5,1477503.85,1659225.7000000002,1298144.5,1835236.9
primary,KKI,0,age_years,60,60,0,10.268833333333331,1.2787123974843702,10.21,9.255,11.0925,8.02,12.87
primary,KKI,0,mean_fd,60,60,0,0.1651459379798724,0.09061295130754315,0.139204561902439,0.09400218875493853,0.21921761308329346,0.0601547855430894,0.4476096466260163
primary,KKI,0,pct_fd_gt_0p2,60,60,0,0.21026310594231762,0.18581924835121189,0.1456953642384106,0.07113821138211375,0.3077451138749798,0.0,0.6097560975609756
primary,KKI,0,mean_dvars,60,60,0,1.1165974155144565,0.07025077149000385,1.1129154795940341,1.072039063385021,1.1601776323561084,0.939675512195122,1.2853920662251654
primary,KKI,0,max_fd,60,60,0,1.3708419496333335,1.514101113028902,0.7167850674999999,0.4567464275,1.8017391249999999,0.15619105,8.5729424
primary,KKI,0,n_volumes,60,60,0,135.2,13.832901089155987,124.0,124.0,152.0,124.0,152.0
primary,KKI,0,tiv_mm3,60,60,0,1573494.0266666668,123719.90007220156,1562330.4,1493913.625,1661991.25,1298144.5,1835236.9
primary,KKI,1,age_years,22,22,0,10.21909090909091,1.560884697522863,10.06,9.0075,11.4975,8.1,12.99
primary,KKI,1,mean_fd,22,22,0,0.21497979553547228,0.13774377002888777,0.18186046464634137,0.13887426939101516,0.23044679765389273,0.0664203238292682,0.6088566254634146
primary,KKI,1,pct_fd_gt_0p2,22,22,0,0.30954268904519266,0.20078136443448513,0.3130081300813008,0.1585365853658536,0.4314731061217897,0.0,0.8211382113821138
primary,KKI,1,mean_dvars,22,22,0,1.1220632969633337,0.05625891089660313,1.1307598252032522,1.0752459370860925,1.1697500548780486,1.000969026490066,1.1966071544715449
primary,KKI,1,max_fd,22,22,0,1.2596094030454545,0.8259278095020175,1.0756748315,0.5856565300000001,1.5641148999999999,0.18724595,2.99135395
primary,KKI,1,n_volumes,22,22,0,130.36363636363637,12.010096762408876,124.0,124.0,124.0,124.0,152.0
primary,KKI,1,tiv_mm3,22,22,0,1519599.8045454547,124623.20492398743,1497062.6,1432249.625,1602341.175,1340274.8,1823193.2
primary,NYU,ALL,age_years,139,139,0,11.511870503597123,2.823051224294951,11.28,9.055,13.34,7.17,17.86
primary,NYU,ALL,mean_fd,139,136,3,0.1678382804040733,0.17049301250737944,0.11789428139628566,0.09004352064485707,0.17443507763799998,0.0536030361119999,1.207230011617143
primary,NYU,ALL,pct_fd_gt_0p2,139,136,3,0.173781512605042,0.17596188770088309,0.11142857142857135,0.04,0.2342857142857143,0.0,0.8971428571428571
primary,NYU,ALL,mean_dvars,139,136,3,1.0741643579831932,0.05140436615588822,1.0719162400000002,1.0401904628571428,1.1060697814285716,0.9624498742857142,1.2587100342857145
primary,NYU,ALL,max_fd,139,136,3,1.4016580073121325,2.2463863651632803,0.66706725,0.3754905725,1.4411645275,0.16149515,14.8452686475
primary,NYU,ALL,n_volumes,139,136,3,176.0,0.0,176.0,176.0,176.0,176.0,176.0
primary,NYU,ALL,tiv_mm3,139,139,0,1532180.0309352519,144764.68056463212,1536565.9,1428513.35,1621345.8,1222729.5,1899012.0
primary,NYU,0,age_years,62,62,0,11.93467741935484,3.051901163849837,11.715,9.0,14.41,7.17,17.86
primary,NYU,0,mean_fd,62,60,2,0.13145725926649707,0.08394108093355025,0.1112385855314285,0.08943630841457137,0.14717078116854282,0.0536030361119999,0.6221888184114285
primary,NYU,0,pct_fd_gt_0p2,62,60,2,0.13457142857142854,0.1333138807440226,0.08285714285714285,0.03857142857142855,0.18428571428571422,0.0057142857142857,0.5771428571428572
primary,NYU,0,mean_dvars,62,60,2,1.0724643997142858,0.04838455793584465,1.0758908742857143,1.0337332814285713,1.1009976114285716,0.9756101142857144,1.227658068571429
primary,NYU,0,max_fd,62,60,2,0.9128596565583332,1.2875455561386764,0.5528494425,0.3257679875,0.940901805,0.20448954,9.4402478
primary,NYU,0,n_volumes,62,60,2,176.0,0.0,176.0,176.0,176.0,176.0,176.0
primary,NYU,0,tiv_mm3,62,62,0,1514355.501612903,160951.55238374334,1506394.2,1400854.5999999999,1596049.5750000002,1232397.6,1899012.0
primary,NYU,1,age_years,77,77,0,11.171428571428573,2.5946284158895185,10.78,9.16,12.72,7.25,17.61
primary,NYU,1,mean_fd,77,76,1,0.19656013919689666,0.2118594292854713,0.1344531725285714,0.09543434095199992,0.1911494155785714,0.0640659908131428,1.207230011617143
primary,NYU,1,pct_fd_gt_0p2,77,76,1,0.20473684210526313,0.19887331769553218,0.14571428571428563,0.044285714285714275,0.3,0.0,0.8971428571428571
primary,NYU,1,mean_dvars,77,76,1,1.075506430300752,0.05394961294019958,1.0630618028571428,1.0409242842857145,1.1102346828571428,0.9624498742857142,1.2587100342857145
primary,NYU,1,max_fd,77,76,1,1.7875514421177627,2.727104607684559,0.9156960350000001,0.3960387799999999,1.8698210875,0.16149515,14.8452686475
primary,NYU,1,n_volumes,77,76,1,176.0,0.0,176.0,176.0,176.0,176.0,176.0
primary,NYU,1,tiv_mm3,77,77,0,1546532.2493506495,129586.96679004864,1550582.5,1480797.2,1639332.4,1222729.5,1874811.0
primary,NeuroIMAGE,ALL,age_years,28,28,0,16.716071428571425,3.0053770815184575,17.48,14.455,19.18,11.05,20.89
primary,NeuroIMAGE,ALL,mean_fd,28,28,0,0.3278846799747059,0.7006390192321329,0.13359156260410376,0.10249039293951913,0.18194388037432685,0.0590261638564846,3.652142740615385
primary,NeuroIMAGE,ALL,pct_fd_gt_0p2,28,28,0,0.22156593406593403,0.2515225155163106,0.14423076923076922,0.08846153846153845,0.22115384615384615,0.0,0.9384615384615383
primary,NeuroIMAGE,ALL,mean_dvars,28,28,0,1.097042156043956,0.06558634133898365,1.087577542307692,1.065200626923077,1.1250093076923078,0.9761996346153848,1.2925188769230769
primary,NeuroIMAGE,ALL,max_fd,28,28,0,2.7491719702142854,4.937012794029286,1.081073335,0.6293829499999999,1.7445583624999998,0.166582326,24.4054605
primary,NeuroIMAGE,ALL,n_volumes,28,28,0,261.0,0.0,261.0,261.0,261.0,261.0,261.0
primary,NeuroIMAGE,ALL,tiv_mm3,28,28,0,1573770.925,110953.82041453643,1576657.5,1510726.3,1636006.175,1307689.8,1819855.9
primary,NeuroIMAGE,0,age_years,15,15,0,16.841333333333335,2.696245714392691,17.46,15.0,19.16,11.66,20.47
primary,NeuroIMAGE,0,mean_fd,15,15,0,0.13093398432814043,0.04885384310207069,0.1287705642730769,0.10174091395809605,0.14738345445327683,0.071998365431423,0.2589613515046154
primary,NeuroIMAGE,0,pct_fd_gt_0p2,15,15,0,0.1505128205128205,0.11423295837864837,0.123076923076923,0.08846153846153845,0.2019230769230769,0.0,0.3846153846153846
primary,NeuroIMAGE,0,mean_dvars,15,15,0,1.0945092987179488,0.06052921185064059,1.090079996153846,1.0707345865384617,1.1243576423076924,0.9761996346153848,1.2460868423076925
primary,NeuroIMAGE,0,max_fd,15,15,0,1.0176741506666667,0.7942394899209414,0.78744085,0.5951041299999997,1.1192890649999998,0.179127805,3.227446
primary,NeuroIMAGE,0,n_volumes,15,15,0,261.0,0.0,261.0,261.0,261.0,261.0,261.0
primary,NeuroIMAGE,0,tiv_mm3,15,15,0,1568325.9266666668,105887.42075764418,1554813.8,1509287.5,1621794.95,1357090.5,1819855.9
primary,NeuroIMAGE,1,age_years,13,13,0,16.571538461538463,3.434974153599621,17.5,13.33,19.15,11.05,20.89
primary,NeuroIMAGE,1,mean_fd,13,13,0,0.5551354826438197,0.9986470212947136,0.1529676371499999,0.1139982649730769,0.2235320704999999,0.0590261638564846,3.652142740615385
primary,NeuroIMAGE,1,pct_fd_gt_0p2,13,13,0,0.3035502958579881,0.33693735165603134,0.1923076923076923,0.0923076923076923,0.2615384615384615,0.0,0.9384615384615383
primary,NeuroIMAGE,1,mean_dvars,13,13,0,1.0999646837278108,0.07339509412326024,1.0850750884615383,1.056469576923077,1.1246224423076925,1.0113673807692307,1.2925188769230769
primary,NeuroIMAGE,1,max_fd,13,13,0,4.747054069692308,6.784835706395042,1.48301199,1.11890674,5.95259555,0.166582326,24.4054605
primary,NeuroIMAGE,1,n_volumes,13,13,0,261.0,0.0,261.0,261.0,261.0,261.0,261.0
primary,NeuroIMAGE,1,tiv_mm3,13,13,0,1580053.6153846157,120575.82545676286,1584064.8,1513519.1,1642151.9,1307689.8,1760648.6
primary,OHSU,ALL,age_years,32,32,0,8.7365625,1.2248807957142922,8.46,7.98,9.21,7.33,12.5
primary,OHSU,ALL,mean_fd,32,32,0,0.38246556727343867,0.6349397239779071,0.16981875361038956,0.10290872845353721,0.23954806473051948,0.0445466502206753,3.0412489909090907
primary,OHSU,ALL,pct_fd_gt_0p2,32,32,0,0.2903387730690362,0.30285735158522414,0.2155673274094326,0.0519480519480519,0.4448051948051948,0.0,0.987012987012987
primary,OHSU,ALL,mean_dvars,32,32,0,1.2830776240014097,0.09438679952375813,1.2795468246753245,1.2223020097402597,1.3268866461038964,1.083736948051948,1.5313413815789472
primary,OHSU,ALL,max_fd,32,32,0,3.1153551564554993,5.754782990179125,0.586586635,0.27791460500000004,2.4042546400000004,0.083989724076,27.15052
primary,OHSU,ALL,n_volumes,32,32,0,77.78125,0.42001344064515445,78.0,78.0,78.0,77.0,78.0
primary,OHSU,ALL,tiv_mm3,32,32,0,1523260.79375,139949.04341994404,1525221.4,1422170.65,1648458.675,1274818.0,1789939.5
primary,OHSU,0,age_years,19,19,0,8.744736842105262,1.2129549246047056,8.5,8.08,9.04,7.33,12.5
primary,OHSU,0,mean_fd,19,19,0,0.2732349731040356,0.31409820257600013,0.1154775503810526,0.102894585065516,0.22310911065584416,0.0593839899114285,1.2531101338441557
primary,OHSU,0,pct_fd_gt_0p2,19,19,0,0.2520595747742562,0.2723446288635471,0.1052631578947368,0.0519480519480519,0.4025974025974026,0.0,0.8701298701298701
primary,OHSU,0,mean_dvars,19,19,0,1.2955479493380582,0.09975116620716896,1.2812505714285716,1.2237285509227611,1.3490637207792209,1.1610191298701298,1.5313413815789472
primary,OHSU,0,max_fd,19,19,0,2.5162436312631575,4.228114982945743,0.5516924000000001,0.25062991,2.45003026,0.14499373,15.637889
primary,OHSU,0,n_volumes,19,19,0,77.6842105263158,0.4775669329409193,78.0,77.0,78.0,77.0,78.0
primary,OHSU,0,tiv_mm3,19,19,0,1526140.352631579,133585.8663115117,1479676.9,1437780.4,1655888.55,1302590.0,1789939.5
primary,OHSU,1,age_years,13,13,0,8.724615384615385,1.2917856851700504,8.42,7.92,9.17,7.42,11.33
primary,OHSU,1,mean_fd,13,13,0,0.5421102818287201,0.9203144845319967,0.1734287599999999,0.104890133864935,0.2732126059220779,0.0445466502206753,3.0412489909090907
primary,OHSU,1,pct_fd_gt_0p2,13,13,0,0.3462852936537147,0.3463837322295457,0.2337662337662337,0.0909090909090909,0.5844155844155844,0.0,0.987012987012987
primary,OHSU,1,mean_dvars,13,13,0,1.2648517638940007,0.08650460287248145,1.2778430779220775,1.22455625974026,1.3081239870129868,1.083736948051948,1.4206781948051947
primary,OHSU,1,max_fd,13,13,0,3.9909796932750763,7.572268680122257,0.9614788449999998,0.3907829,2.21687505,0.083989724076,27.15052
primary,OHSU,1,n_volumes,13,13,0,77.92307692307692,0.2773500981126145,78.0,78.0,78.0,77.0,78.0
primary,OHSU,1,tiv_mm3,13,13,0,1519052.2076923077,154260.78225086062,1558531.4,1361684.9,1647170.5,1274818.0,1724900.9
primary,Peking_1,ALL,age_years,49,49,0,10.977959183673468,1.7492700615683445,10.42,9.75,12.0,8.33,15.17
primary,Peking_1,ALL,mean_fd,49,49,0,0.12709364953350463,0.048893945906457355,0.1214287244108085,0.0971324359533782,0.1478523163459573,0.0549351778546382,0.2781260499786325
primary,Peking_1,ALL,pct_fd_gt_0p2,49,49,0,0.13878590170383479,0.1405352690563884,0.0936170212765957,0.0425531914893617,0.1752136752136752,0.0,0.6410256410256411
primary,Peking_1,ALL,mean_dvars,49,49,0,1.19119827023058,0.07651817535427796,1.1982698255319146,1.1264449444444444,1.2574736851063828,1.0027718638297871,1.324519510638298
primary,Peking_1,ALL,max_fd,49,49,0,0.7368899061130612,0.6740025176700793,0.5044148,0.32280765,0.8396088499999999,0.15794653604,3.25857025
primary,Peking_1,ALL,n_volumes,49,49,0,235.71428571428572,0.45643546458763845,236.0,235.0,236.0,235.0,236.0
primary,Peking_1,ALL,tiv_mm3,49,49,0,1480749.724489796,121170.12567619981,1471548.0,1376485.0,1570470.2,1216454.8,1703719.0
primary,Peking_1,0,age_years,33,33,0,11.083636363636364,1.865947845904693,10.42,9.75,12.0,8.33,15.17
primary,Peking_1,0,mean_fd,33,33,0,0.11147718150509789,0.040562580717306125,0.1014300036391489,0.0845788025361701,0.1318578306809361,0.0549351778546382,0.2186950370548935
primary,Peking_1,0,pct_fd_gt_0p2,33,33,0,0.09705566301310979,0.10861785230580777,0.0680851063829787,0.0170212765957446,0.1446808510638297,0.0,0.4425531914893617
primary,Peking_1,0,mean_dvars,33,33,0,1.2028761676993616,0.07057360896806768,1.2026445446808511,1.1407547404255318,1.2662282723404252,1.0638062510638298,1.3224556638297875
primary,Peking_1,0,max_fd,33,33,0,0.5659130663951515,0.4411108396483758,0.43267307,0.277149235,0.6618654500000001,0.15794653604,1.8891858
primary,Peking_1,0,n_volumes,33,33,0,235.8181818181818,0.39167472590032015,236.0,236.0,236.0,235.0,236.0
primary,Peking_1,0,tiv_mm3,33,33,0,1472583.303030303,115115.52903204047,1471548.0,1376485.0,1551959.2,1216454.8,1703719.0
primary,Peking_1,1,age_years,16,16,0,10.76,1.5128868651246419,10.455,9.56,11.375,8.83,14.0
primary,Peking_1,1,mean_fd,16,16,0,0.15930261484209346,0.049968525632791576,0.14458931735663755,0.12073362416601235,0.1910516806899572,0.0983391253021276,0.2781260499786325
primary,Peking_1,1,pct_fd_gt_0p2,16,16,0,0.22485451900345516,0.16216975152274507,0.17021276595744675,0.09903164211674842,0.3148117839607201,0.0425531914893617,0.6410256410256411
primary,Peking_1,1,mean_dvars,16,16,0,1.1671126067012185,0.08480525654321568,1.1349979083924349,1.1137706554964537,1.22663084870431,1.0027718638297871,1.324519510638298
primary,Peking_1,1,max_fd,16,16,0,1.08952963803125,0.9174065639277142,0.7953494,0.5026372875,1.0671670500000001,0.3674497,3.25857025
primary,Peking_1,1,n_volumes,16,16,0,235.5,0.5163977794943222,235.5,235.0,236.0,235.0,236.0
primary,Peking_1,1,tiv_mm3,16,16,0,1497592.96875,135143.12062667846,1484376.35,1376472.45,1622733.35,1297907.0,1688403.2
primary,Peking_2,ALL,age_years,14,14,0,11.749999999999998,1.7962353794705022,11.29,10.23,13.29,9.67,15.08
primary,Peking_2,ALL,mean_fd,14,14,0,0.13785313384914397,0.04772409919198085,0.1312480633959574,0.10000029706765948,0.16494222563276162,0.0656372395361701,0.2343733372723404
primary,Peking_2,ALL,pct_fd_gt_0p2,14,14,0,0.1650455927051671,0.13324579213799198,0.12340425531914889,0.07021276595744677,0.23510638297872336,0.0085106382978723,0.4297872340425532
primary,Peking_2,ALL,mean_dvars,14,14,0,1.1401252455927051,0.0673455459849187,1.1720664765957447,1.0832313382978724,1.1955112712765958,1.027149485106383,1.2134762510638295
primary,Peking_2,ALL,max_fd,14,14,0,0.8355264832857143,0.5833871107618721,0.625991445,0.40323719500000005,1.2470740625,0.26079274,2.097933236
primary,Peking_2,ALL,n_volumes,14,14,0,236.0,0.0,236.0,236.0,236.0,236.0,236.0
primary,Peking_2,ALL,tiv_mm3,14,14,0,1581923.5214285715,96358.88723659128,1565371.05,1515193.55,1654522.05,1437208.8,1787177.9
primary,Peking_2,0,age_years,5,5,0,11.565999999999999,1.6224919106115752,11.25,11.17,11.33,9.83,14.25
primary,Peking_2,0,mean_fd,5,5,0,0.13454615554846966,0.04140960905843756,0.1166545296851063,0.1067523905829786,0.1509567297659574,0.0988417082440508,0.1995254194642552
primary,Peking_2,0,pct_fd_gt_0p2,5,5,0,0.12765957446808504,0.09171175345639278,0.076595744680851,0.0680851063829787,0.1872340425531914,0.0468085106382978,0.2595744680851063
primary,Peking_2,0,mean_dvars,5,5,0,1.1514081668085105,0.07940656610449688,1.1959757574468086,1.1167030723404257,1.2037362680851065,1.027149485106383,1.2134762510638295
primary,Peking_2,0,max_fd,5,5,0,0.8705463160000001,0.5416732921092161,0.77440265,0.43487077,1.39206405,0.28301281,1.4683813
primary,Peking_2,0,n_volumes,5,5,0,236.0,0.0,236.0,236.0,236.0,236.0,236.0
primary,Peking_2,0,tiv_mm3,5,5,0,1535778.7999999998,82985.01614475349,1564726.8,1468297.1,1565346.5,1437208.8,1643314.8
primary,Peking_2,1,age_years,9,9,0,11.852222222222222,1.9732826570069593,11.33,10.0,13.33,9.67,15.08
primary,Peking_2,1,mean_fd,9,9,0,0.1396903440161853,0.05322661913958235,0.1458415971068085,0.0991535399148935,0.1685584860763063,0.0656372395361701,0.2343733372723404
primary,Peking_2,1,pct_fd_gt_0p2,9,9,0,0.1858156028368794,0.15259932831524348,0.1531914893617021,0.0808510638297872,0.2468085106382978,0.0085106382978723,0.4297872340425532
primary,Peking_2,1,mean_dvars,9,9,0,1.133856956028369,0.06398118642195276,1.16124054893617,1.0824931829787234,1.1838334382978726,1.0312989319148935,1.2043150425531917
primary,Peking_2,1,max_fd,9,9,0,0.8160710206666667,0.6365186930536865,0.54664599,0.3926926700000001,0.8121041000000001,0.26079274,2.097933236
primary,Peking_2,1,n_volumes,9,9,0,236.0,0.0,236.0,236.0,236.0,236.0,236.0
primary,Peking_2,1,tiv_mm3,9,9,0,1607559.477777778,97850.5930136192,1580510.0,1527279.2,1658530.8,1489127.5,1787177.9
primary,Peking_3,ALL,age_years,6,6,0,12.833333333333334,1.0783258629313621,12.96,12.665,13.1275,11.0,14.33
primary,Peking_3,ALL,mean_fd,6,6,0,0.12966867194502654,0.045309497418139465,0.13147407369319145,0.10160793422531905,0.16251965699223397,0.065343597740798,0.1851995473817021
primary,Peking_3,ALL,pct_fd_gt_0p2,6,6,0,0.1531914893617021,0.13667459777433705,0.11276595744680845,0.05744680851063828,0.2638297872340425,0.0085106382978723,0.3319148936170212
primary,Peking_3,ALL,mean_dvars,6,6,0,1.2132647886524823,0.10150017440169065,1.1956289489361702,1.14791750106383,1.258536635106383,1.0983025361702128,1.3785087489361705
primary,Peking_3,ALL,max_fd,6,6,0,0.8269291918333334,0.43119710194490596,0.9637397,0.50445661625,1.183795025,0.215389496,1.2101972
primary,Peking_3,ALL,n_volumes,6,6,0,236.0,0.0,236.0,236.0,236.0,236.0,236.0
primary,Peking_3,ALL,tiv_mm3,6,6,0,1632033.1500000001,92538.65521762785,1624643.7999999998,1590513.95,1663980.9,1505328.2,1781352.5
primary,Peking_3,0,age_years,3,3,0,12.89,0.2961418578992169,12.92,12.75,13.045,12.58,13.17
primary,Peking_3,0,mean_fd,3,3,0,0.094557268256578,0.029469674006655157,0.0940517649361701,0.07969768133848404,0.10916410351446801,0.065343597740798,0.1242764420927659
primary,Peking_3,0,pct_fd_gt_0p2,3,3,0,0.051063829787234,0.047385228619829946,0.0425531914893617,0.025531914893617003,0.07234042553191485,0.0085106382978723,0.102127659574468
primary,Peking_3,0,mean_dvars,3,3,0,1.2633427659574468,0.12254105724169503,1.2769560382978722,1.2057597744680852,1.3277323936170213,1.134563510638298,1.3785087489361705
primary,Peking_3,0,max_fd,3,3,0,0.6099032503333334,0.5283651280866354,0.404123055,0.3097562755,0.8071601275,0.215389496,1.2101972
primary,Peking_3,0,n_volumes,3,3,0,236.0,0.0,236.0,236.0,236.0,236.0,236.0
primary,Peking_3,0,tiv_mm3,3,3,0,1679194.3666666665,98550.96377440114,1671532.8,1628115.3,1726442.65,1584697.8,1781352.5
primary,Peking_3,1,age_years,3,3,0,12.776666666666666,1.6761960903585633,13.0,12.0,13.665,11.0,14.33
primary,Peking_3,1,mean_fd,3,3,0,0.1647800756334751,0.023779880103416064,0.1704689742251063,0.15457033975936163,0.1778342608034042,0.138671705293617,0.1851995473817021
primary,Peking_3,1,pct_fd_gt_0p2,3,3,0,0.25531914893617014,0.11473590436351286,0.3106382978723404,0.21702127659574463,0.3212765957446808,0.1234042553191489,0.3319148936170212
primary,Peking_3,1,mean_dvars,3,3,0,1.1631868113475177,0.05670971139189495,1.1879794723404256,1.1431410042553192,1.1956289489361702,1.0983025361702128,1.2032784255319149
primary,Peking_3,1,max_fd,3,3,0,1.0439551333333332,0.2106106962723482,1.1220221,0.9637397,1.16320405,0.8054573,1.204386
primary,Peking_3,1,n_volumes,3,3,0,236.0,0.0,236.0,236.0,236.0,236.0,236.0
primary,Peking_3,1,tiv_mm3,3,3,0,1584871.9333333333,70877.87553541183,1607962.4,1556645.2999999998,1624643.7999999998,1505328.2,1641325.2
warning_free,ALL,ALL,age_years,302,302,0,11.525662251655628,2.866460547712734,10.92,9.4475,12.9525,7.17,20.89
warning_free,ALL,ALL,mean_fd,302,299,3,0.16748131972176097,0.2203554637079538,0.1213650123178807,0.09179196568479994,0.1724768012251655,0.0445466502206753,3.0412489909090907
warning_free,ALL,ALL,pct_fd_gt_0p2,302,299,3,0.1740499837354013,0.18224867103297449,0.1076923076923077,0.0468085106382978,0.2342857142857143,0.0,0.987012987012987
warning_free,ALL,ALL,mean_dvars,302,299,3,1.1259005458248228,0.09107794850562936,1.1106634553191488,1.0607481085714285,1.1791824602564103,0.9624498742857142,1.5313413815789472
warning_free,ALL,ALL,max_fd,302,299,3,1.2963946581841672,2.288198481380355,0.6249142999999999,0.3713160475,1.4188620749999998,0.083989724076,27.15052
warning_free,ALL,ALL,n_volumes,302,299,3,177.94648829431438,51.98596686654351,176.0,152.0,236.0,77.0,261.0
warning_free,ALL,ALL,tiv_mm3,302,302,0,1537679.6688741723,132055.09702895608,1540668.45,1457794.925,1633671.9000000001,1216454.8,1899012.0
warning_free,ALL,0,age_years,182,182,0,11.412912087912085,2.8474109172115085,10.85,9.307500000000001,12.6425,7.17,20.47
warning_free,ALL,0,mean_fd,182,180,2,0.14496368711579405,0.1197646088662685,0.11365453582384094,0.0893701228245737,0.15691540759127248,0.0536030361119999,1.2531101338441557
warning_free,ALL,0,pct_fd_gt_0p2,182,180,2,0.15419978378628288,0.1634930993916182,0.0955889984431759,0.04444831591173053,0.19615061590145572,0.0,0.8701298701298701
warning_free,ALL,0,mean_dvars,182,180,2,1.1376822412232293,0.09639270875600932,1.1170149733130699,1.0729853111246201,1.1982733756424424,0.9756101142857144,1.5313413815789472
warning_free,ALL,0,max_fd,182,180,2,1.0463396702363335,1.602937154750596,0.5694698499999999,0.324002118,1.1274809,0.14499373,15.637889
warning_free,ALL,0,n_volumes,182,180,2,174.36111111111111,53.83004123666132,176.0,124.0,236.0,77.0,261.0
warning_free,ALL,0,tiv_mm3,182,182,0,1534478.547802198,137038.25910879506,1534205.25,1447678.25,1632273.8,1216454.8,1899012.0
warning_free,ALL,1,age_years,120,120,0,11.696666666666665,2.898666843186211,11.0,9.5775,13.1975,7.35,20.89
warning_free,ALL,1,mean_fd,120,119,1,0.20154160433582852,0.3145218108934237,0.1370417122135318,0.09832705380872335,0.18810016037650476,0.0445466502206753,3.0412489909090907
warning_free,ALL,1,pct_fd_gt_0p2,120,119,1,0.20407549626347946,0.20450576451275915,0.1544715447154471,0.0514285714285714,0.2753542392566783,0.0,0.987012987012987
warning_free,ALL,1,mean_dvars,120,119,1,1.1080794939616871,0.07951124569429639,1.0929379384615383,1.0483540171428571,1.1451097762137048,0.9624498742857142,1.365755142857143
warning_free,ALL,1,max_fd,120,119,1,1.6746290937355126,3.014204779273966,0.8076882,0.3959140099999999,1.5956031849999999,0.083989724076,27.15052
warning_free,ALL,1,n_volumes,120,119,1,183.36974789915968,48.786957403057734,176.0,176.0,235.0,77.0,261.0
warning_free,ALL,1,tiv_mm3,120,120,0,1542534.7025000001,124523.39082462685,1559195.95,1464037.45,1635301.3,1222729.5,1874811.0
warning_free,KKI,ALL,age_years,72,72,0,10.369305555555554,1.3358684745801708,10.370000000000001,9.3675,11.182500000000001,8.02,12.99
warning_free,KKI,ALL,mean_fd,72,72,0,0.1667061316070086,0.09874923868352722,0.13949731503117885,0.09628117804756088,0.20166951050623216,0.0601547855430894,0.6088566254634146
warning_free,KKI,ALL,pct_fd_gt_0p2,72,72,0,0.2141422435195654,0.1873630393110818,0.15008345447692883,0.07308996931028908,0.3170731707317073,0.0,0.8211382113821138
warning_free,KKI,ALL,mean_dvars,72,72,0,1.1209187103456633,0.06415573780948401,1.1236743346793732,1.0761722582781454,1.1601776323561084,0.9882571854304636,1.2853920662251654
warning_free,KKI,ALL,max_fd,72,72,0,1.2658333850555554,1.3707346903786015,0.7057478925,0.4572693875,1.7569819,0.15619105,8.5729424
warning_free,KKI,ALL,n_volumes,72,72,0,134.88888888888889,13.745734862751352,124.0,124.0,152.0,124.0,152.0
warning_free,KKI,ALL,tiv_mm3,72,72,0,1573093.626388889,122490.8646257873,1573621.9,1489522.5,1661712.65,1298144.5,1835236.9
warning_free,KKI,0,age_years,57,57,0,10.315438596491225,1.2902907620480613,10.38,9.3,11.1,8.02,12.87
warning_free,KKI,0,mean_fd,57,57,0,0.15992000141743806,0.08765020947177465,0.1320529810993377,0.0921873819953642,0.1966464964039735,0.0601547855430894,0.4476096466260163
warning_free,KKI,0,pct_fd_gt_0p2,57,57,0,0.19907883637916193,0.17893892273171275,0.1382113821138211,0.065040650406504,0.3008130081300813,0.0,0.6097560975609756
warning_free,KKI,0,mean_dvars,57,57,0,1.120842051276093,0.06754445676527379,1.1156602516556289,1.0771429006622515,1.1624807479674797,0.9882571854304636,1.2853920662251654
warning_free,KKI,0,max_fd,57,57,0,1.320116324,1.4910988332946782,0.70206535,0.45349511,1.7979429999999998,0.15619105,8.5729424
